,method,dataset,runs,nb_samples,learning_streams,learning_rate,nb_trees,max_depth,use_dp,real_eps,alpha,rho,sigma,privacy_budget,train_auc_mean,train_auc_std,train_accuracy_mean,train_accuracy_std,train_untuned_accuracy_mean,train_untuned_accuracy_std,train_rmse_mean,train_rmse_std,test_auc_mean,test_auc_std,test_accuracy_mean,test_accuracy_std,test_untuned_accuracy_mean,test_untuned_accuracy_std,test_rmse_mean,test_rmse_std,r1,glc,gdf,bal_p,l2_thr,hess_l2_thr,Q,use_pf,pf_add,add_trees,pf_l2_thr,pf_hess_l2_thr,pf_Q_factor,lambda,feature_val_u_border,init_ratio,init_thr,newton,cyclical_fi,refine_splits,rs_rounds,rs_subsample,ignore_split_constraints,random_splits_from_candidates,lambda_reg_mode,cut_off_leaf_denom,reg_delta,min_samples_split,split_pb_ratio
515,xgboost,adult_size_48842,20,30162,0,0.1,5,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
517,xgboost,adult_size_48842,20,30162,0,0.2,25,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
520,xgboost,adult_size_48842,20,30162,0,0.2,150,2,0,0,0,0,0,0,0.905701,0.00315082,85.161,0.103685,85.0449,0.160254,0,0,0.90451,0.0049589,85.1237,0.400676,84.8584,0.455788,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
522,xgboost,adult_size_48842,20,30162,0,0.3,5,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
523,xgboost,adult_size_48842,20,30162,0,0.2,600,3,0,0,0,0,0,0,0.913545,0.00388841,85.8083,0.193397,85.6881,0.206834,0,0,0.911428,0.00502583,85.7138,0.545385,85.5149,0.600312,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
525,xgboost,adult_size_48842,20,30162,0,0.1,25,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
529,xgboost,adult_size_48842,20,30162,0,0.2,500,2,0,0,0,0,0,0,0.910912,0.00413478,85.6442,0.093619,85.5025,0.142851,0,0,0.909004,0.00579477,85.5679,0.570678,85.2629,0.695122,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
530,xgboost,adult_size_48842,20,30162,0,0.1,500,5,0,0,0,0,0,0,0.916057,0.00546456,86.0586,0.331552,85.9583,0.404518,0,0,0.91307,0.00646762,85.8829,0.632858,85.6607,0.736312,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
531,xgboost,adult_size_48842,20,30162,0,0.2,500,6,0,0,0,0,0,0,0.915444,0.00547515,86.1291,0.222438,86.0114,0.251413,0,0,0.911226,0.00753411,85.8331,0.845311,85.611,0.981521,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
532,xgboost,adult_size_48842,20,30162,0,0.1,100,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
533,xgboost,adult_size_48842,20,30162,0,0.3,10,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
534,xgboost,adult_size_48842,20,30162,0,0.3,200,3,0,0,0,0,0,0,0.913268,0.00391949,85.7652,0.19296,85.6906,0.166569,0,0,0.911169,0.0049095,85.6376,0.489477,85.4452,0.577343,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
536,xgboost,adult_size_48842,20,30162,0,0.3,50,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
538,xgboost,adult_size_48842,20,30162,0,0.1,600,3,0,0,0,0,0,0,0.911715,0.00431124,85.6981,0.167685,85.5961,0.18896,0,0,0.909537,0.00570951,85.6342,0.606075,85.316,0.689361,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
539,xgboost,adult_size_48842,20,30162,0,0.2,50,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
542,xgboost,adult_size_48842,20,30162,0,0.1,100,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
543,xgboost,adult_size_48842,20,30162,0,0.1,25,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
546,xgboost,adult_size_48842,20,30162,0,0.1,50,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
547,xgboost,adult_size_48842,20,30162,0,0.3,10,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
549,xgboost,adult_size_48842,20,30162,0,0.3,600,5,0,0,0,0,0,0,0.914843,0.00472173,86.1556,0.166172,86.0967,0.155455,0,0,0.911082,0.0074431,85.8298,0.748861,85.6342,0.759204,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
551,xgboost,adult_size_48842,20,30162,0,0.1,5,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
554,xgboost,adult_size_48842,20,30162,0,0.3,150,2,0,0,0,0,0,0,0.913647,0.000916286,85.718,0.151105,85.6168,0.100094,0,0,0.911916,0.0040788,85.6044,0.651261,85.3823,0.683486,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
556,xgboost,adult_size_48842,20,30162,0,0.3,50,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
560,xgboost,adult_size_48842,20,30162,0,0.2,300,3,0,0,0,0,0,0,0.913525,0.00354961,85.7868,0.104295,85.6823,0.154671,0,0,0.910871,0.00503311,85.6177,0.527062,85.3789,0.594585,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
561,xgboost,adult_size_48842,20,30162,0,0.2,50,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
563,xgboost,adult_size_48842,20,30162,0,0.3,500,5,0,0,0,0,0,0,0.914841,0.0047209,86.1548,0.166724,86.0959,0.156809,0,0,0.911086,0.00744017,85.8298,0.748861,85.6342,0.759204,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
566,xgboost,adult_size_48842,20,30162,0,0.2,500,3,0,0,0,0,0,0,0.913751,0.00404751,85.8638,0.209372,85.7055,0.268683,0,0,0.911268,0.00496199,85.6541,0.488656,85.4486,0.539533,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
572,xgboost,adult_size_48842,20,30162,0,0.3,600,2,0,0,0,0,0,0,0.913768,0.000874455,85.7262,0.143215,85.6301,0.0954844,0,0,0.912031,0.00413209,85.5911,0.646615,85.359,0.677308,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
573,xgboost,adult_size_48842,20,30162,0,0.3,600,5,0,0,0,0,0,0,0.917718,0.0067638,86.4001,0.340934,86.3089,0.357143,0,0,0.912433,0.00663006,85.9857,0.603991,85.8166,0.66079,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
576,xgboost,adult_size_48842,20,30162,0,0.3,5,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
577,xgboost,adult_size_48842,20,30162,0,0.2,10,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
579,xgboost,adult_size_48842,20,30162,0,0.2,200,6,0,0,0,0,0,0,0.914756,0.00524607,86.0512,0.193241,85.9484,0.246427,0,0,0.910911,0.00727294,85.7635,0.781138,85.5646,0.929309,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
581,xgboost,adult_size_48842,20,30162,0,0.2,100,6,0,0,0,0,0,0,0.890852,0.00145113,84.7034,0.125081,82.8169,0.456473,0,0,0.888706,0.00445772,84.6131,0.49347,82.7399,0.552807,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
584,xgboost,adult_size_48842,20,30162,0,0.2,400,2,0,0,0,0,0,0,0.912287,0.00364121,85.6558,0.178803,85.5116,0.204763,0,0,0.910584,0.00514952,85.5978,0.612084,85.4253,0.668457,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
586,xgboost,adult_size_48842,20,30162,0,0.1,25,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
588,xgboost,adult_size_48842,20,30162,0,0.1,200,3,0,0,0,0,0,0,0.891655,0.00224085,84.7109,0.130594,82.6736,0.207557,0,0,0.890474,0.00267476,84.6197,0.431306,82.6636,0.68999,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
589,xgboost,adult_size_48842,20,30162,0,0.3,300,3,0,0,0,0,0,0,0.913326,0.00397403,85.7669,0.195529,85.6939,0.170922,0,0,0.911189,0.0049131,85.6309,0.493383,85.4386,0.583754,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
590,xgboost,adult_size_48842,20,30162,0,0.3,5,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
593,xgboost,adult_size_48842,20,30162,0,0.1,300,3,0,0,0,0,0,0,0.909141,0.00284305,85.4353,0.079536,85.3383,0.131551,0,0,0.907454,0.00454112,85.3789,0.483214,85.0839,0.64403,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
595,xgboost,adult_size_48842,20,30162,0,0.2,25,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
598,xgboost,adult_size_48842,20,30162,0,0.1,500,3,0,0,0,0,0,0,0.914352,0.00389698,85.8912,0.208722,85.7917,0.281328,0,0,0.912087,0.00544299,85.8066,0.622895,85.5911,0.669809,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
600,xgboost,adult_size_48842,20,30162,0,0.2,150,2,0,0,0,0,0,0,0.906652,0.00316348,85.1676,0.126312,85.0375,0.180599,0,0,0.905448,0.00460727,85.1966,0.495662,85.0043,0.584783,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
601,xgboost,adult_size_48842,20,30162,0,0.3,10,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
602,xgboost,adult_size_48842,20,30162,0,0.2,25,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
603,xgboost,adult_size_48842,20,30162,0,0.2,150,6,0,0,0,0,0,0,0.909394,0.00310282,85.5696,0.162703,85.4643,0.177511,0,0,0.906811,0.00521215,85.4751,0.513137,85.2065,0.641034,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
606,xgboost,adult_size_48842,20,30162,0,0.2,200,5,0,0,0,0,0,0,0.914696,0.00563243,86.0619,0.301293,85.965,0.316132,0,0,0.911249,0.00728585,85.8696,0.796671,85.6508,0.91175,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
607,xgboost,adult_size_48842,20,30162,0,0.1,400,6,0,0,0,0,0,0,0.914543,0.00551859,86.0594,0.302491,85.9343,0.34043,0,0,0.910615,0.0065963,85.8332,0.662602,85.5746,0.746753,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
608,xgboost,adult_size_48842,20,30162,0,0.3,600,3,0,0,0,0,0,0,0.913336,0.00398309,85.7677,0.196823,85.6947,0.172033,0,0,0.911211,0.00491753,85.6309,0.493383,85.4452,0.577343,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
610,xgboost,adult_size_48842,20,30162,0,0.3,10,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
615,xgboost,adult_size_48842,20,30162,0,0.1,150,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
616,xgboost,adult_size_48842,20,30162,0,0.2,600,3,0,0,0,0,0,0,0.913662,0.00293869,85.8008,0.127376,85.6657,0.147368,0,0,0.911269,0.00476837,85.621,0.586122,85.4254,0.585188,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
619,xgboost,adult_size_48842,20,30162,0,0.3,100,5,0,0,0,0,0,0,0.912137,0.00382895,85.8812,0.142029,85.7801,0.152969,0,0,0.908681,0.00490576,85.6376,0.500279,85.5281,0.553962,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
620,xgboost,adult_size_48842,20,30162,0,0.1,50,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
621,xgboost,adult_size_48842,20,30162,0,0.3,300,2,0,0,0,0,0,0,0.914221,0.000303423,85.7105,0.0575376,85.6326,0.0940534,0,0,0.912172,0.00459861,85.6176,0.669483,85.359,0.727384,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
622,xgboost,adult_size_48842,20,30162,0,0.1,300,6,0,0,0,0,0,0,0.912173,0.00388491,85.771,0.201931,85.708,0.252318,0,0,0.908914,0.00545227,85.611,0.541438,85.3856,0.659196,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
625,xgboost,adult_size_48842,20,30162,0,0.3,10,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
626,xgboost,adult_size_48842,20,30162,0,0.3,50,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
628,xgboost,adult_size_48842,20,30162,0,0.1,10,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
632,xgboost,adult_size_48842,20,30162,0,0.2,500,5,0,0,0,0,0,0,0.913936,0.00497343,86.0437,0.175953,85.9103,0.180415,0,0,0.910411,0.0063726,85.7536,0.640051,85.5845,0.645187,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
635,xgboost,adult_size_48842,20,30162,0,0.1,400,3,0,0,0,0,0,0,0.913973,0.00361121,85.8415,0.183455,85.7495,0.251791,0,0,0.911928,0.00529357,85.7934,0.60625,85.5812,0.656555,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
636,xgboost,adult_size_48842,20,30162,0,0.3,150,5,0,0,0,0,0,0,0.915088,0.00579347,86.1332,0.185154,86.0628,0.16179,0,0,0.911144,0.00771631,85.8763,0.733638,85.6641,0.782641,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
638,xgboost,adult_size_48842,20,30162,0,0.1,150,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
639,xgboost,adult_size_48842,20,30162,0,0.2,400,3,0,0,0,0,0,0,0.913528,0.00386968,85.8066,0.190402,85.6873,0.205333,0,0,0.911407,0.0050217,85.7105,0.546056,85.5149,0.600312,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
641,xgboost,adult_size_48842,20,30162,0,0.3,100,3,0,0,0,0,0,0,0.907374,0.0037218,85.408,0.126759,85.3732,0.0841145,0,0,0.906202,0.00478138,85.3392,0.409966,85.1502,0.574166,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
643,xgboost,adult_size_48842,20,30162,0,0.3,5,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
644,xgboost,adult_size_48842,20,30162,0,0.2,200,3,0,0,0,0,0,0,0.912736,0.00392116,85.7403,0.177463,85.5986,0.231082,0,0,0.910865,0.00487282,85.6011,0.516209,85.3358,0.540296,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
645,xgboost,adult_size_48842,20,30162,0,0.3,50,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
647,xgboost,adult_size_48842,20,30162,0,0.3,600,5,0,0,0,0,0,0,0.915382,0.00553264,86.1531,0.175827,86.0893,0.145701,0,0,0.911197,0.00775113,85.8895,0.722079,85.6806,0.799736,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
650,xgboost,adult_size_48842,20,30162,0,0.3,150,3,0,0,0,0,0,0,0.91331,0.00373178,85.8124,0.152508,85.7544,0.140583,0,0,0.911189,0.00449882,85.6939,0.478417,85.4784,0.567139,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
652,xgboost,adult_size_48842,20,30162,0,0.3,10,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
654,xgboost,adult_size_48842,20,30162,0,0.2,600,5,0,0,0,0,0,0,0.915424,0.00637187,86.0901,0.393878,86.0056,0.407645,0,0,0.911469,0.00626389,85.8497,0.612463,85.5514,0.691503,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
660,xgboost,adult_size_48842,20,30162,0,0.3,150,3,0,0,0,0,0,0,0.911145,0.00428577,85.7495,0.144375,85.7005,0.084659,0,0,0.909218,0.00571403,85.548,0.506591,85.3889,0.576865,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
662,xgboost,adult_size_48842,20,30162,0,0.3,150,2,0,0,0,0,0,0,0.912088,0.00400942,85.6757,0.145707,85.5157,0.184498,0,0,0.910446,0.00531195,85.5248,0.656878,85.3789,0.739881,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
663,xgboost,adult_size_48842,20,30162,0,0.3,150,5,0,0,0,0,0,0,0.917426,0.00671785,86.3727,0.357471,86.2865,0.364044,0,0,0.912356,0.00652831,85.9824,0.578044,85.8133,0.635415,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
665,xgboost,adult_size_48842,20,30162,0,0.3,25,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
668,xgboost,adult_size_48842,20,30162,0,0.3,25,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
671,xgboost,adult_size_48842,20,30162,0,0.2,400,6,0,0,0,0,0,0,0.915442,0.00547322,86.1307,0.222897,86.0114,0.251413,0,0,0.911227,0.00753085,85.8298,0.845887,85.6077,0.981154,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
672,xgboost,adult_size_48842,20,30162,0,0.2,25,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
675,xgboost,adult_size_48842,20,30162,0,0.1,100,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
