,method,dataset,runs,nb_samples,learning_streams,learning_rate,nb_trees,max_depth,use_dp,real_eps,alpha,rho,sigma,privacy_budget,train_auc_mean,train_auc_std,train_accuracy_mean,train_accuracy_std,train_untuned_accuracy_mean,train_untuned_accuracy_std,train_rmse_mean,train_rmse_std,test_auc_mean,test_auc_std,test_accuracy_mean,test_accuracy_std,test_untuned_accuracy_mean,test_untuned_accuracy_std,test_rmse_mean,test_rmse_std,r1,glc,gdf,bal_p,l2_thr,hess_l2_thr,Q,use_pf,pf_add,add_trees,pf_l2_thr,pf_hess_l2_thr,pf_Q_factor,lambda,feature_val_u_border,init_ratio,init_thr,newton,cyclical_fi,refine_splits,rs_rounds,rs_subsample,ignore_split_constraints,random_splits_from_candidates,lambda_reg_mode,cut_off_leaf_denom,reg_delta,min_samples_split,split_pb_ratio
831,xgboost,adult_size_48842,20,30162,0,0.2,150,2,0,0,0,0,0,0,0.906855,0.00286578,85.1651,0.139296,85.0681,0.155129,0,0,0.905466,0.00485652,85.2132,0.517329,84.9711,0.619101,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
832,xgboost,adult_size_48842,20,30162,0,0.2,10,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
834,xgboost,adult_size_48842,20,30162,0,0.1,500,6,0,0,0,0,0,0,0.915338,0.00600318,86.12,0.313977,85.9948,0.351937,0,0,0.911102,0.00737113,85.8862,0.743438,85.6707,0.888218,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
835,xgboost,adult_size_48842,20,30162,0,0.1,150,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
837,xgboost,adult_size_48842,20,30162,0,0.3,25,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
840,xgboost,adult_size_48842,20,30162,0,0.3,300,3,0,0,0,0,0,0,0.913413,0.00352901,85.8224,0.147914,85.7652,0.137258,0,0,0.911211,0.0044689,85.6906,0.477434,85.495,0.571937,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
843,xgboost,adult_size_48842,20,30162,0,0.2,500,3,0,0,0,0,0,0,0.913661,0.00293824,85.8008,0.127376,85.6657,0.147368,0,0,0.911268,0.00476829,85.621,0.586122,85.4254,0.585188,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
844,xgboost,adult_size_48842,20,30162,0,0.1,50,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
845,xgboost,adult_size_48842,20,30162,0,0.2,200,5,0,0,0,0,0,0,0.912477,0.00443399,85.8837,0.181739,85.7312,0.170619,0,0,0.909598,0.00593752,85.6409,0.595556,85.4552,0.632775,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
850,xgboost,adult_size_48842,20,30162,0,0.1,600,5,0,0,0,0,0,0,0.916087,0.00610371,86.139,0.345516,86.0329,0.385698,0,0,0.912122,0.00757615,85.9393,0.811345,85.6409,0.929458,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
851,xgboost,adult_size_48842,20,30162,0,0.2,300,6,0,0,0,0,0,0,0.915133,0.00543947,86.1208,0.301996,85.9774,0.308217,0,0,0.910539,0.00605562,85.7768,0.598703,85.4917,0.728962,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
854,xgboost,adult_size_48842,20,30162,0,0.2,150,3,0,0,0,0,0,0,0.908783,0.00302357,85.3317,0.138294,85.2066,0.168018,0,0,0.907329,0.00431359,85.3325,0.488949,85.1435,0.503854,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
855,xgboost,adult_size_48842,20,30162,0,0.2,100,5,0,0,0,0,0,0,0.888508,0.00228616,84.7126,0.184223,82.5849,0.33887,0,0,0.885829,0.00363371,84.5766,0.379604,82.5111,0.615251,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
856,xgboost,adult_size_48842,20,30162,0,0.2,300,3,0,0,0,0,0,0,0.913612,0.00288712,85.7917,0.115602,85.6616,0.143607,0,0,0.911242,0.00476676,85.621,0.586122,85.4287,0.582509,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
861,xgboost,adult_size_48842,20,30162,0,0.3,50,6,0,0,0,0,0,0,0.499972,5.5709e-05,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
862,xgboost,adult_size_48842,20,30162,0,0.1,10,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
863,xgboost,adult_size_48842,20,30162,0,0.1,5,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
864,xgboost,adult_size_48842,20,30162,0,0.2,5,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
867,xgboost,adult_size_48842,20,30162,0,0.3,100,2,0,0,0,0,0,0,0.90709,0.00334957,85.2248,0.116598,85.1005,0.110393,0,0,0.905908,0.00403617,85.1999,0.489324,85.0275,0.535717,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
870,xgboost,adult_size_48842,20,30162,0,0.3,300,6,0,0,0,0,0,0,0.914614,0.00573814,86.0885,0.153358,86.0238,0.182133,0,0,0.910533,0.00785876,85.8696,0.797293,85.5116,0.958197,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
871,xgboost,adult_size_48842,20,30162,0,0.3,200,3,0,0,0,0,0,0,0.91143,0.00414149,85.7735,0.120273,85.7395,0.0558844,0,0,0.909509,0.00582328,85.6077,0.531767,85.432,0.586203,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
872,xgboost,adult_size_48842,20,30162,0,0.3,150,3,0,0,0,0,0,0,0.913541,0.00366141,85.8017,0.146419,85.7553,0.131759,0,0,0.911343,0.00474943,85.6608,0.583794,85.5513,0.627669,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
877,xgboost,adult_size_48842,20,30162,0,0.2,150,3,0,0,0,0,0,0,0.909956,0.00310665,85.4743,0.124541,85.3209,0.154032,0,0,0.908727,0.00437007,85.485,0.552532,85.2297,0.553349,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
880,xgboost,adult_size_48842,20,30162,0,0.3,150,6,0,0,0,0,0,0,0.915291,0.0057702,86.1829,0.247512,86.1382,0.278503,0,0,0.910806,0.00756174,85.8796,0.750865,85.7304,0.806716,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
881,xgboost,adult_size_48842,20,30162,0,0.3,400,5,0,0,0,0,0,0,0.913816,0.00439164,86.0188,0.143443,85.9467,0.150214,0,0,0.90972,0.00597686,85.7171,0.596548,85.4884,0.665094,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
882,xgboost,adult_size_48842,20,30162,0,0.3,500,5,0,0,0,0,0,0,0.917718,0.00676389,86.4001,0.340934,86.3089,0.357143,0,0,0.912435,0.00662743,85.9857,0.603991,85.8166,0.66079,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
883,xgboost,adult_size_48842,20,30162,0,0.1,600,2,0,0,0,0,0,0,0.912393,0.00322019,85.6458,0.136498,85.558,0.17719,0,0,0.910825,0.0045304,85.5812,0.527999,85.3391,0.56966,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
886,xgboost,adult_size_48842,20,30162,0,0.2,10,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
887,xgboost,adult_size_48842,20,30162,0,0.2,300,5,0,0,0,0,0,0,0.915363,0.006321,86.081,0.386532,85.9981,0.401377,0,0,0.911469,0.00624221,85.8464,0.612898,85.5547,0.692293,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
889,xgboost,adult_size_48842,20,30162,0,0.1,300,2,0,0,0,0,0,0,0.907161,0.0024906,85.1925,0.11182,85.0872,0.153527,0,0,0.906441,0.00372156,85.1966,0.449295,84.9513,0.517781,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
890,xgboost,adult_size_48842,20,30162,0,0.1,400,6,0,0,0,0,0,0,0.915384,0.00546228,86.0943,0.31877,85.9989,0.364785,0,0,0.911146,0.00686623,85.8729,0.688748,85.5348,0.838521,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
893,xgboost,adult_size_48842,20,30162,0,0.3,25,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
895,xgboost,adult_size_48842,20,30162,0,0.3,500,6,0,0,0,0,0,0,0.914662,0.00570698,86.0951,0.156739,86.0329,0.180827,0,0,0.910557,0.00786885,85.8928,0.786988,85.5182,0.966968,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
899,xgboost,adult_size_48842,20,30162,0,0.3,10,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
900,xgboost,adult_size_48842,20,30162,0,0.2,5,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
902,xgboost,adult_size_48842,20,30162,0,0.1,400,5,0,0,0,0,0,0,0.915004,0.00570077,86.047,0.317739,85.9467,0.371763,0,0,0.911319,0.0072233,85.863,0.752435,85.5414,0.854075,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
903,xgboost,adult_size_48842,20,30162,0,0.3,25,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
904,xgboost,adult_size_48842,20,30162,0,0.3,50,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
906,xgboost,adult_size_48842,20,30162,0,0.3,600,6,0,0,0,0,0,0,0.914724,0.00573672,86.1017,0.160282,86.0396,0.189776,0,0,0.910594,0.00785583,85.8961,0.783032,85.5381,0.970693,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
908,xgboost,adult_size_48842,20,30162,0,0.3,150,5,0,0,0,0,0,0,0.91371,0.00440401,86.0064,0.133381,85.9359,0.141313,0,0,0.90969,0.00596063,85.7105,0.600895,85.485,0.663609,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
909,xgboost,adult_size_48842,20,30162,0,0.3,10,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
910,xgboost,adult_size_48842,20,30162,0,0.2,50,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
911,xgboost,adult_size_48842,20,30162,0,0.3,300,3,0,0,0,0,0,0,0.911429,0.00414285,85.776,0.12941,85.7362,0.0525087,0,0,0.909523,0.00581339,85.611,0.532959,85.432,0.586203,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
913,xgboost,adult_size_48842,20,30162,0,0.3,400,6,0,0,0,0,0,0,0.915609,0.00501489,86.1796,0.22326,86.1166,0.193345,0,0,0.910642,0.00571436,85.8497,0.559542,85.6575,0.598425,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
916,xgboost,adult_size_48842,20,30162,0,0.1,150,6,0,0,0,0,0,0,0.499972,5.56778e-05,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
917,xgboost,adult_size_48842,20,30162,0,0.1,500,3,0,0,0,0,0,0,0.912759,0.00439439,85.8274,0.201969,85.7039,0.249984,0,0,0.910244,0.00574565,85.737,0.600605,85.4121,0.675458,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
919,xgboost,adult_size_48842,20,30162,0,0.2,50,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
920,xgboost,adult_size_48842,20,30162,0,0.3,10,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
921,xgboost,adult_size_48842,20,30162,0,0.3,5,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
926,xgboost,adult_size_48842,20,30162,0,0.3,300,5,0,0,0,0,0,0,0.913816,0.00439209,86.0188,0.143443,85.9467,0.150214,0,0,0.909721,0.00597673,85.7171,0.596548,85.4884,0.665094,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
929,xgboost,adult_size_48842,20,30162,0,0.2,50,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
931,xgboost,adult_size_48842,20,30162,0,0.3,25,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
934,xgboost,adult_size_48842,20,30162,0,0.1,200,3,0,0,0,0,0,0,0.891107,0.00166047,84.6943,0.134961,82.6694,0.212572,0,0,0.889554,0.00324026,84.6429,0.425193,82.6504,0.686966,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
938,xgboost,adult_size_48842,20,30162,0,0.2,300,2,0,0,0,0,0,0,0.911193,0.00346756,85.6243,0.149001,85.4875,0.115854,0,0,0.909131,0.00548182,85.5779,0.651853,85.3159,0.787793,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
939,xgboost,adult_size_48842,20,30162,0,0.2,10,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
940,xgboost,adult_size_48842,20,30162,0,0.1,50,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
941,xgboost,adult_size_48842,20,30162,0,0.2,50,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
942,xgboost,adult_size_48842,20,30162,0,0.2,200,6,0,0,0,0,0,0,0.916774,0.00467101,86.1697,0.224683,86.0702,0.281649,0,0,0.913039,0.00585871,85.8995,0.703913,85.747,0.70871,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
945,xgboost,adult_size_48842,20,30162,0,0.1,25,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
948,xgboost,adult_size_48842,20,30162,0,0.3,200,5,0,0,0,0,0,0,0.91464,0.00480369,86.1241,0.183179,86.0653,0.17559,0,0,0.91101,0.00738871,85.8133,0.746815,85.6044,0.759667,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
949,xgboost,adult_size_48842,20,30162,0,0.3,150,6,0,0,0,0,0,0,0.915465,0.00497554,86.1689,0.210717,86.1075,0.189289,0,0,0.910579,0.00569612,85.8365,0.561541,85.6575,0.594754,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
950,xgboost,adult_size_48842,20,30162,0,0.3,400,2,0,0,0,0,0,0,0.912126,0.003126,85.6641,0.140735,85.5688,0.124254,0,0,0.910562,0.00465316,85.5746,0.605198,85.4386,0.547735,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
951,xgboost,adult_size_48842,20,30162,0,0.2,25,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
952,xgboost,adult_size_48842,20,30162,0,0.2,600,6,0,0,0,0,0,0,0.914853,0.00508658,86.1233,0.142399,85.965,0.186274,0,0,0.91074,0.00731097,85.8497,0.726407,85.6541,0.789078,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
955,xgboost,adult_size_48842,20,30162,0,0.1,400,6,0,0,0,0,0,0,0.91337,0.0047225,85.9467,0.18956,85.8199,0.287257,0,0,0.910029,0.00579056,85.7602,0.590947,85.4585,0.714464,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
959,xgboost,adult_size_48842,20,30162,0,0.1,100,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
960,xgboost,adult_size_48842,20,30162,0,0.2,5,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
961,xgboost,adult_size_48842,20,30162,0,0.3,600,6,0,0,0,0,0,0,0.916436,0.00624095,86.2675,0.308712,86.2028,0.308318,0,0,0.911687,0.00796141,85.9492,0.793126,85.7536,0.860418,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
962,xgboost,adult_size_48842,20,30162,0,0.3,100,2,0,0,0,0,0,0,0.90843,0.0012644,85.2803,0.113997,85.1701,0.0822445,0,0,0.907081,0.00355086,85.2364,0.506468,85.0938,0.525187,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
965,xgboost,adult_size_48842,20,30162,0,0.1,600,3,0,0,0,0,0,0,0.913224,0.00446069,85.8448,0.234038,85.7594,0.269765,0,0,0.910777,0.00633665,85.8265,0.637207,85.5049,0.76683,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
967,xgboost,adult_size_48842,20,30162,0,0.2,400,5,0,0,0,0,0,0,0.915422,0.0063722,86.0876,0.392886,86.0047,0.408122,0,0,0.911463,0.0062569,85.8497,0.612463,85.548,0.696153,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
972,xgboost,adult_size_48842,20,30162,0,0.3,10,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
973,xgboost,adult_size_48842,20,30162,0,0.2,100,2,0,0,0,0,0,0,0.888838,0.00116031,84.6189,0.127973,82.5874,0.338226,0,0,0.887755,0.00475114,84.5534,0.504817,82.6238,0.497618,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
974,xgboost,adult_size_48842,20,30162,0,0.2,50,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
975,xgboost,adult_size_48842,20,30162,0,0.3,200,2,0,0,0,0,0,0,0.91202,0.00327134,85.6467,0.148578,85.5654,0.123654,0,0,0.910523,0.00469254,85.5513,0.604343,85.4353,0.547741,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
979,xgboost,adult_size_48842,20,30162,0,0.1,600,5,0,0,0,0,0,0,0.916431,0.00650218,86.1631,0.403045,86.0793,0.444712,0,0,0.912139,0.00736302,85.916,0.763405,85.6011,0.841053,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
980,xgboost,adult_size_48842,20,30162,0,0.1,200,2,0,0,0,0,0,0,0.890034,0.00139335,84.6753,0.099833,82.2633,0.205979,0,0,0.888754,0.00316067,84.623,0.430181,82.2823,0.539787,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
981,xgboost,adult_size_48842,20,30162,0,0.2,400,2,0,0,0,0,0,0,0.910895,0.00411689,85.6409,0.0901106,85.5025,0.142851,0,0,0.909033,0.00578551,85.5646,0.571242,85.2629,0.695122,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
982,xgboost,adult_size_48842,20,30162,0,0.1,400,5,0,0,0,0,0,0,0.914424,0.00421601,85.9136,0.210799,85.81,0.282543,0,0,0.911934,0.00503385,85.7834,0.536472,85.5248,0.56178,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
