,method,dataset,runs,nb_samples,learning_streams,learning_rate,nb_trees,max_depth,use_dp,real_eps,alpha,rho,sigma,privacy_budget,train_auc_mean,train_auc_std,train_accuracy_mean,train_accuracy_std,train_untuned_accuracy_mean,train_untuned_accuracy_std,train_rmse_mean,train_rmse_std,test_auc_mean,test_auc_std,test_accuracy_mean,test_accuracy_std,test_untuned_accuracy_mean,test_untuned_accuracy_std,test_rmse_mean,test_rmse_std,r1,glc,gdf,bal_p,l2_thr,hess_l2_thr,Q,add_trees,use_pf,pf_add,pf_l2_thr,pf_hess_l2_thr,pf_Q_factor,lambda,feature_val_u_border,init_ratio,init_thr,newton,cyclical_fi,refine_splits,rs_rounds,rs_subsample,ignore_split_constraints,random_splits_from_candidates,lambda_reg_mode,cut_off_leaf_denom,reg_delta,min_samples_split
0,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.518665,0.0977032,75.0124,3.58779,75.1078,0.128811,0,0,0.519302,0.0977325,74.7766,5.00545,75.1078,0.515241,0,0,0.5,0,0,0,0.1,0.1,1.0,0,0,0,0.1,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
1,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.523125,0.114907,75.3326,0.564604,75.1085,0.155879,0,0,0.521118,0.115182,75.3488,0.72523,75.1109,0.462577,0,0,0.5,0,0,0,0.1,0.1,1.0,6,0,0,0.1,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
2,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.562639,0.123964,75.4274,0.669062,73.7797,4.25348,0,0,0.561519,0.123557,75.4366,0.878426,73.7615,4.35563,0,0,0.5,0,0,0,0.1,0.1,1.0,12,0,0,0.1,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
3,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.590165,0.116516,75.4528,0.733755,58.0485,16.9979,0,0,0.590814,0.116442,75.4704,0.880812,58.0341,17.0219,0,0,0.5,0,0,0,0.1,0.1,1.0,18,0,0,0.1,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
4,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.613062,0.110486,75.4222,0.799166,37.1246,15.9331,0,0,0.612591,0.11033,75.3461,1.11073,37.1037,15.9429,0,0,0.5,0,0,0,0.1,0.1,1.0,25,0,0,0.1,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
5,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.525905,0.113223,75.2894,0.506121,75.1078,0.119686,0,0,0.525326,0.113204,75.2692,0.665118,75.1078,0.478744,0,0,0.5,0,0,0,0.1,0.25,1.0,0,0,0,0.1,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
6,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.543834,0.123978,75.3583,0.622786,75.1064,0.138924,0,0,0.543536,0.124068,75.3485,0.77482,75.1064,0.547815,0,0,0.5,0,0,0,0.1,0.25,1.0,6,0,0,0.1,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
7,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.581828,0.113385,75.4458,0.699904,74.6919,3.27083,0,0,0.580673,0.113591,75.47,0.882993,74.7102,3.24504,0,0,0.5,0,0,0,0.1,0.25,1.0,12,0,0,0.1,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
8,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.590549,0.127364,75.5297,0.850219,71.2106,9.00941,0,0,0.590072,0.128247,75.5519,1.03458,71.2169,8.92962,0,0,0.5,0,0,0,0.1,0.25,1.0,18,0,0,0.1,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
9,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.612595,0.115242,75.6099,0.979459,58.5463,17.9788,0,0,0.613031,0.114414,75.639,1.12811,58.6065,18.0044,0,0,0.5,0,0,0,0.1,0.25,1.0,25,0,0,0.1,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
10,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.516383,0.113704,75.2688,0.522639,75.1068,0.115125,0,0,0.515587,0.113374,75.262,0.687496,75.1072,0.461295,0,0,0.5,0,0,0,0.3,0.1,1.0,0,0,0,0.3,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
11,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.529532,0.118276,75.3252,0.599257,74.1084,3.11508,0,0,0.530363,0.11803,75.3415,0.854585,74.1007,3.156,0,0,0.5,0,0,0,0.3,0.1,1.0,6,0,0,0.3,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
12,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.560705,0.141762,75.4271,0.774722,59.9245,16.6807,0,0,0.559839,0.142229,75.4013,0.931457,59.9411,16.7106,0,0,0.5,0,0,0,0.3,0.1,1.0,12,0,0,0.3,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
13,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.565322,0.120179,75.1424,0.956119,41.1524,17.1625,0,0,0.564946,0.12035,75.0283,1.3169,41.1308,17.1116,0,0,0.5,0,0,0,0.3,0.1,1.0,18,0,0,0.3,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
14,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.595061,0.123193,73.3142,5.53394,28.9963,6.28154,0,0,0.596178,0.122931,72.9227,5.7847,29.0315,6.32803,0,0,0.5,0,0,0,0.3,0.1,1.0,25,0,0,0.3,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
15,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.511301,0.123697,75.2769,0.49893,75.108,0.121342,0,0,0.511134,0.123786,75.2825,0.675793,75.1081,0.482927,0,0,0.5,0,0,0,0.3,0.25,1.0,0,0,0,0.3,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
16,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.523213,0.115942,75.2948,0.558339,74.659,1.67932,0,0,0.523107,0.116184,75.2977,0.783407,74.6703,1.70278,0,0,0.5,0,0,0,0.3,0.25,1.0,6,0,0,0.3,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
17,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.552561,0.134978,75.3987,0.729014,66.5879,13.0565,0,0,0.553056,0.133705,75.4061,0.865007,66.5598,13.0608,0,0,0.5,0,0,0,0.3,0.25,1.0,12,0,0,0.3,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
18,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.585012,0.120035,75.4262,0.781363,47.0621,17.6029,0,0,0.585615,0.119349,75.4143,0.942388,47.1094,17.6353,0,0,0.5,0,0,0,0.3,0.25,1.0,18,0,0,0.3,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
19,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.592196,0.111989,74.8492,3.63942,31.452,10.8437,0,0,0.591835,0.111588,74.8969,3.05415,31.503,10.9163,0,0,0.5,0,0,0,0.3,0.25,1.0,25,0,0,0.3,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
20,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.521384,0.120987,75.3485,0.664827,75.0959,0.138633,0,0,0.522331,0.11974,75.3514,0.795979,75.0974,0.504898,0,0,0.5,0,0,0,0.5,0.1,1.0,0,0,0,0.5,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
21,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.517883,0.125316,75.3174,0.561005,72.3793,5.96996,0,0,0.517918,0.125985,75.3216,0.768149,72.3602,5.97513,0,0,0.5,0,0,0,0.5,0.1,1.0,6,0,0,0.5,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
22,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.555178,0.129123,75.3723,0.691056,55.8794,17.2575,0,0,0.555813,0.129258,75.3684,0.862906,55.8136,17.2433,0,0,0.5,0,0,0,0.5,0.1,1.0,12,0,0,0.5,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
23,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.569584,0.122722,74.7188,2.33627,38.1191,15.0512,0,0,0.569355,0.123397,74.6894,2.27741,38.0876,14.9682,0,0,0.5,0,0,0,0.5,0.1,1.0,18,0,0,0.5,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
24,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.57403,0.114032,72.9485,4.83738,29.5321,7.44083,0,0,0.574002,0.113611,72.5307,5.87656,29.5277,7.41728,0,0,0.5,0,0,0,0.5,0.1,1.0,25,0,0,0.5,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
25,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.518456,0.118057,75.2887,0.552158,75.1042,0.127211,0,0,0.519702,0.117392,75.2946,0.811439,75.1044,0.501093,0,0,0.5,0,0,0,0.5,0.25,1.0,0,0,0,0.5,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
26,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.509886,0.129542,75.343,0.715902,73.0671,5.05128,0,0,0.508936,0.130044,75.3499,0.853246,73.0727,5.10207,0,0,0.5,0,0,0,0.5,0.25,1.0,6,0,0,0.5,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
27,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.575209,0.128546,75.4745,0.835594,59.2676,16.8049,0,0,0.575067,0.128476,75.4984,0.934202,59.2486,16.8521,0,0,0.5,0,0,0,0.5,0.25,1.0,12,0,0,0.5,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
28,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.565828,0.124433,75.2626,0.792377,41.6404,17.0459,0,0,0.565361,0.123768,75.3036,0.892162,41.6323,17.0666,0,0,0.5,0,0,0,0.5,0.25,1.0,18,0,0,0.5,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
29,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.574453,0.124808,74.5173,2.40059,31.0967,11.0807,0,0,0.572875,0.124869,74.303,3.25175,31.0894,11.0586,0,0,0.5,0,0,0,0.5,0.25,1.0,25,0,0,0.5,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
30,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.515944,0.115608,74.9615,3.5697,75.0592,0.401438,0,0,0.515242,0.116382,74.9579,3.59836,75.055,0.645095,0,0,0.5,0,0,0,0.7,0.1,1.0,0,0,0,0.7,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
31,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.518195,0.128596,75.3435,0.704756,69.9764,9.15348,0,0,0.516916,0.129041,75.3447,0.839462,69.9415,9.17118,0,0,0.5,0,0,0,0.7,0.1,1.0,6,0,0,0.7,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
32,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.561553,0.122529,75.3327,0.754916,52.5875,16.9591,0,0,0.562126,0.122259,75.3402,0.934167,52.6322,16.9589,0,0,0.5,0,0,0,0.7,0.1,1.0,12,0,0,0.7,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
33,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.569286,0.125615,74.6842,3.10583,38.7869,14.6568,0,0,0.568677,0.125217,74.6767,2.54247,38.7731,14.6277,0,0,0.5,0,0,0,0.7,0.1,1.0,18,0,0,0.7,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
34,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.577544,0.124819,72.6743,5.72284,31.8473,9.77602,0,0,0.577227,0.123911,72.7682,5.94623,31.8153,9.79251,0,0,0.5,0,0,0,0.7,0.1,1.0,25,0,0,0.7,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
35,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.523389,0.120962,75.3175,0.537441,75.0921,0.157845,0,0,0.522904,0.121976,75.3277,0.730118,75.0922,0.493241,0,0,0.5,0,0,0,0.7,0.25,1.0,0,0,0,0.7,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
36,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.523245,0.125052,75.2977,0.495763,72.2309,6.74863,0,0,0.523175,0.123966,75.3244,0.718406,72.2281,6.74446,0,0,0.5,0,0,0,0.7,0.25,1.0,6,0,0,0.7,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
37,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.575329,0.129133,75.3955,0.703256,55.5988,16.772,0,0,0.575839,0.128957,75.4174,0.866328,55.5413,16.8004,0,0,0.5,0,0,0,0.7,0.25,1.0,12,0,0,0.7,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
38,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.578641,0.125361,75.227,1.25327,39.3322,14.1926,0,0,0.579442,0.125647,75.2753,1.07249,39.3283,14.1988,0,0,0.5,0,0,0,0.7,0.25,1.0,18,0,0,0.7,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
39,maddock,adult_size_48842,200,30162,1,0.3,25,2,1,0.00999406,1769,0.00528063,3035.2,0.01,0.574148,0.128528,74.1536,3.98443,31.9068,10.0248,0,0,0.574857,0.128268,74.0155,4.30355,31.9614,10.0654,0,0,0.5,0,0,0,0.7,0.25,1.0,25,0,0,0.7,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
40,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.515792,0.0770858,74.4732,6.1283,75.1078,0.115203,0,0,0.515398,0.0769687,73.4585,9.29708,75.1078,0.460393,0,0,0.5,0,0,0,0.1,0.1,1.0,0,0,0,0.1,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
41,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.535116,0.12223,75.336,0.617196,74.6658,2.28089,0,0,0.534691,0.122212,75.3491,0.758948,74.6817,2.28825,0,0,0.5,0,0,0,0.1,0.1,1.0,12,0,0,0.1,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
42,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.555803,0.123365,75.297,0.752098,59.8121,17.0572,0,0,0.556379,0.123907,75.3245,0.889494,59.8142,17.076,0,0,0.5,0,0,0,0.1,0.1,1.0,25,0,0,0.1,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
43,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.578064,0.115334,74.864,1.55349,38.3674,16.1453,0,0,0.578008,0.115375,74.7991,1.8965,38.2821,16.0185,0,0,0.5,0,0,0,0.1,0.1,1.0,37,0,0,0.1,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
44,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.58824,0.116868,70.6939,9.24053,28.6448,8.50101,0,0,0.587282,0.116586,71.1631,8.14239,28.6565,8.49367,0,0,0.5,0,0,0,0.1,0.1,1.0,50,0,0,0.1,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
45,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.526959,0.0981448,75.2692,0.444567,75.1078,0.126026,0,0,0.527361,0.0973369,75.2804,0.722221,75.1077,0.5041,0,0,0.5,0,0,0,0.1,0.25,1.0,0,0,0,0.1,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
46,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.549084,0.126429,75.3164,0.568432,75.0917,0.195533,0,0,0.550191,0.126807,75.3601,0.735032,75.0887,0.484685,0,0,0.5,0,0,0,0.1,0.25,1.0,12,0,0,0.1,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
47,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.548307,0.114573,75.2802,0.477487,73.0308,6.28261,0,0,0.548104,0.115254,75.2898,0.650178,73.0248,6.30975,0,0,0.5,0,0,0,0.1,0.25,1.0,25,0,0,0.1,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
48,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.592391,0.123383,75.4814,0.797318,60.6979,16.5431,0,0,0.592346,0.124555,75.5089,0.979604,60.674,16.5509,0,0,0.5,0,0,0,0.1,0.25,1.0,37,0,0,0.1,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
49,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.596193,0.109309,75.3154,0.947658,44.1352,18.4305,0,0,0.595919,0.11012,75.3606,0.984499,44.0691,18.4234,0,0,0.5,0,0,0,0.1,0.25,1.0,50,0,0,0.1,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
50,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.51366,0.0942005,74.9843,3.58046,75.0984,0.125973,0,0,0.513161,0.0944005,74.4991,6.14982,75.098,0.479396,0,0,0.5,0,0,0,0.3,0.1,1.0,0,0,0,0.3,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
51,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.539075,0.132287,75.377,0.730998,70.3184,8.34644,0,0,0.539035,0.13193,75.3727,0.815224,70.2477,8.37715,0,0,0.5,0,0,0,0.3,0.1,1.0,12,0,0,0.3,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
52,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.568745,0.117756,74.6659,2.19745,46.5909,17.3893,0,0,0.569011,0.118245,74.59,2.34195,46.5885,17.3787,0,0,0.5,0,0,0,0.3,0.1,1.0,25,0,0,0.3,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
53,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.581605,0.115453,72.0464,6.0501,33.7725,11.6697,0,0,0.581546,0.115424,71.7175,6.63149,33.739,11.6618,0,0,0.5,0,0,0,0.3,0.1,1.0,37,0,0,0.3,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
54,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.582681,0.110873,66.6321,10.2375,28.36,5.3805,0,0,0.582683,0.11077,66.5572,10.4773,28.3634,5.36911,0,0,0.5,0,0,0,0.3,0.1,1.0,50,0,0,0.3,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
55,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.514519,0.101391,75.016,3.61243,75.106,0.129188,0,0,0.514589,0.100225,74.7835,4.99925,75.1071,0.51663,0,0,0.5,0,0,0,0.3,0.25,1.0,0,0,0,0.3,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
56,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.533775,0.128042,75.3057,0.533396,72.9118,5.08891,0,0,0.534933,0.127819,75.3171,0.712868,72.9205,5.10398,0,0,0.5,0,0,0,0.3,0.25,1.0,12,0,0,0.3,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
57,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.548789,0.119154,75.1875,0.755368,51.4702,18.0309,0,0,0.548814,0.119717,75.1992,0.836224,51.5129,17.9887,0,0,0.5,0,0,0,0.3,0.25,1.0,25,0,0,0.3,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
58,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.583822,0.113074,74.2901,3.33215,34.0572,13.3057,0,0,0.584277,0.111938,74.2344,3.11813,34.0414,13.2825,0,0,0.5,0,0,0,0.3,0.25,1.0,37,0,0,0.3,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
59,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.583205,0.119404,71.2505,7.64752,29.7448,6.87201,0,0,0.583386,0.119636,71.2548,8.14907,29.7499,6.88313,0,0,0.5,0,0,0,0.3,0.25,1.0,50,0,0,0.3,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
60,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.521666,0.0940357,74.7437,5.01742,75.0776,0.284649,0,0,0.522003,0.0933813,74.4741,6.19812,75.077,0.530433,0,0,0.5,0,0,0,0.5,0.1,1.0,0,0,0,0.5,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
61,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.537614,0.13064,75.2989,0.596586,65.9185,12.5845,0,0,0.537235,0.131491,75.3071,0.73583,65.9394,12.6208,0,0,0.5,0,0,0,0.5,0.1,1.0,12,0,0,0.5,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
62,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.55833,0.116196,74.167,3.01052,44.7476,16.9384,0,0,0.557833,0.116135,73.9614,3.8028,44.7817,17.0169,0,0,0.5,0,0,0,0.5,0.1,1.0,25,0,0,0.5,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
63,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.552967,0.127042,70.4181,7.75067,34.8366,12.8968,0,0,0.553376,0.12782,71.0458,7.43614,34.8504,12.9285,0,0,0.5,0,0,0,0.5,0.1,1.0,37,0,0,0.5,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
64,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.559769,0.123736,65.3017,11.7706,30.7113,8.27398,0,0,0.560472,0.122452,65.1406,12.141,30.6781,8.30936,0,0,0.5,0,0,0,0.5,0.1,1.0,50,0,0,0.5,0.1,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
65,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.504547,0.097933,75.2057,0.375967,75.0897,0.176253,0,0,0.504378,0.0978725,75.2268,0.627468,75.0915,0.511926,0,0,0.5,0,0,0,0.5,0.25,1.0,0,0,0,0.5,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
66,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.520566,0.133693,75.3045,0.581099,68.4818,10.3425,0,0,0.521145,0.134044,75.3213,0.773803,68.4823,10.3793,0,0,0.5,0,0,0,0.5,0.25,1.0,12,0,0,0.5,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
67,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.549597,0.129247,74.9656,1.52508,45.0221,16.5351,0,0,0.549923,0.128747,74.8675,1.63741,45.0451,16.5355,0,0,0.5,0,0,0,0.5,0.25,1.0,25,0,0,0.5,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
68,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.567349,0.118197,72.9372,5.43809,33.8672,11.9987,0,0,0.567408,0.118403,73.3899,4.37054,33.906,12.0951,0,0,0.5,0,0,0,0.5,0.25,1.0,37,0,0,0.5,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
69,maddock,adult_size_48842,200,30162,1,0.3,50,2,1,0.0099832,1770,0.00527275,4198.05,0.01,0.568615,0.117604,71.0466,8.06374,30.1446,8.174,0,0,0.568621,0.117637,70.8618,8.51328,30.1542,8.23305,0,0,0.5,0,0,0,0.5,0.25,1.0,50,0,0,0.5,0.25,1,1,100,0,1.0,1,1,1,5,1,1,1,add,1,2,0
