,method,dataset,runs,nb_samples,learning_streams,learning_rate,nb_trees,max_depth,use_dp,real_eps,alpha,rho,sigma,privacy_budget,train_auc_mean,train_auc_std,train_accuracy_mean,train_accuracy_std,train_untuned_accuracy_mean,train_untuned_accuracy_std,train_rmse_mean,train_rmse_std,test_auc_mean,test_auc_std,test_accuracy_mean,test_accuracy_std,test_untuned_accuracy_mean,test_untuned_accuracy_std,test_rmse_mean,test_rmse_std,r1,glc,gdf,bal_p,l2_thr,hess_l2_thr,Q,use_pf,pf_add,add_trees,pf_l2_thr,pf_hess_l2_thr,pf_Q_factor,lambda,feature_val_u_border,init_ratio,init_thr,newton,cyclical_fi,refine_splits,rs_rounds,rs_subsample,ignore_split_constraints,random_splits_from_candidates,lambda_reg_mode,cut_off_leaf_denom,reg_delta,min_samples_split,split_pb_ratio
159,xgboost,abalone_size_4177,20,4177,0,0.2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,6.75283,0.0271003,0,0,0,0,0,0,6.75206,0.107492,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
161,xgboost,abalone_size_4177,20,4177,0,0.3,600,3,0,0,0,0,0,0,0,0,0,0,0,0,2.09946,0.0475669,0,0,0,0,0,0,2.19378,0.12135,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
163,xgboost,abalone_size_4177,20,4177,0,0.2,300,3,0,0,0,0,0,0,0,0,0,0,0,0,2.11546,0.0434069,0,0,0,0,0,0,2.19765,0.125774,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
165,xgboost,abalone_size_4177,20,4177,0,0.1,500,5,0,0,0,0,0,0,0,0,0,0,0,0,2.01453,0.0365541,0,0,0,0,0,0,2.16587,0.118626,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
168,xgboost,abalone_size_4177,20,4177,0,0.3,200,5,0,0,0,0,0,0,0,0,0,0,0,0,2.08944,0.0691512,0,0,0,0,0,0,2.19169,0.113381,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
169,xgboost,abalone_size_4177,20,4177,0,0.3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,7.64644,0.0260676,0,0,0,0,0,0,7.64582,0.103545,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
170,xgboost,abalone_size_4177,20,4177,0,0.1,300,3,0,0,0,0,0,0,0,0,0,0,0,0,2.12642,0.0485982,0,0,0,0,0,0,2.20147,0.108149,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
172,xgboost,abalone_size_4177,20,4177,0,0.1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9.49752,0.0244303,0,0,0,0,0,0,9.49709,0.0972284,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
173,xgboost,abalone_size_4177,20,4177,0,0.3,100,5,0,0,0,0,0,0,0,0,0,0,0,0,2.09129,0.0562181,0,0,0,0,0,0,2.18697,0.104035,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
174,xgboost,abalone_size_4177,20,4177,0,0.2,50,3,0,0,0,0,0,0,0,0,0,0,0,0,2.37408,0.0408115,0,0,0,0,0,0,2.39864,0.108162,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
175,xgboost,abalone_size_4177,20,4177,0,0.1,300,2,0,0,0,0,0,0,0,0,0,0,0,0,2.11101,0.0338628,0,0,0,0,0,0,2.19431,0.117171,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
176,xgboost,abalone_size_4177,20,4177,0,0.2,200,5,0,0,0,0,0,0,0,0,0,0,0,0,2.09975,0.0459457,0,0,0,0,0,0,2.194,0.11902,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
178,xgboost,abalone_size_4177,20,4177,0,0.3,50,3,0,0,0,0,0,0,0,0,0,0,0,0,2.19047,0.0322534,0,0,0,0,0,0,2.24982,0.116546,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
179,xgboost,abalone_size_4177,20,4177,0,0.2,50,6,0,0,0,0,0,0,0,0,0,0,0,0,2.26687,0.0347894,0,0,0,0,0,0,2.3026,0.109218,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
180,xgboost,abalone_size_4177,20,4177,0,0.2,500,5,0,0,0,0,0,0,0,0,0,0,0,0,1.97181,0.0755365,0,0,0,0,0,0,2.17063,0.113727,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
182,xgboost,abalone_size_4177,20,4177,0,0.2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,8.56362,0.0251841,0,0,0,0,0,0,8.5631,0.100144,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
183,xgboost,abalone_size_4177,20,4177,0,0.1,600,6,0,0,0,0,0,0,0,0,0,0,0,0,2.07022,0.074648,0,0,0,0,0,0,2.18753,0.107169,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
184,xgboost,abalone_size_4177,20,4177,0,0.3,25,5,0,0,0,0,0,0,0,0,0,0,0,0,2.56088,0.0474866,0,0,0,0,0,0,2.56735,0.102322,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
186,xgboost,abalone_size_4177,20,4177,0,0.3,100,6,0,0,0,0,0,0,0,0,0,0,0,0,2.07372,0.0538817,0,0,0,0,0,0,2.18757,0.112959,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
187,xgboost,abalone_size_4177,20,4177,0,0.1,100,2,0,0,0,0,0,0,0,0,0,0,0,0,2.43726,0.0366344,0,0,0,0,0,0,2.45762,0.102097,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
190,xgboost,abalone_size_4177,20,4177,0,0.1,600,5,0,0,0,0,0,0,0,0,0,0,0,0,2.0977,0.0551213,0,0,0,0,0,0,2.19246,0.108354,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
193,xgboost,abalone_size_4177,20,4177,0,0.3,200,5,0,0,0,0,0,0,0,0,0,0,0,0,2.06819,0.0617998,0,0,0,0,0,0,2.19112,0.118308,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
197,xgboost,abalone_size_4177,20,4177,0,0.1,500,3,0,0,0,0,0,0,0,0,0,0,0,0,2.12524,0.0487527,0,0,0,0,0,0,2.20063,0.106931,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
198,xgboost,abalone_size_4177,20,4177,0,0.2,300,6,0,0,0,0,0,0,0,0,0,0,0,0,1.97206,0.0632405,0,0,0,0,0,0,2.16828,0.113625,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
200,xgboost,abalone_size_4177,20,4177,0,0.2,100,5,0,0,0,0,0,0,0,0,0,0,0,0,2.03861,0.0266808,0,0,0,0,0,0,2.16607,0.119402,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
203,xgboost,abalone_size_4177,20,4177,0,0.1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,8.56362,0.0251841,0,0,0,0,0,0,8.5631,0.100144,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
207,xgboost,abalone_size_4177,20,4177,0,0.2,500,3,0,0,0,0,0,0,0,0,0,0,0,0,2.01767,0.0438176,0,0,0,0,0,0,2.16682,0.126143,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
212,xgboost,abalone_size_4177,20,4177,0,0.1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9.49752,0.0244303,0,0,0,0,0,0,9.49709,0.0972284,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
215,xgboost,abalone_size_4177,20,4177,0,0.2,500,2,0,0,0,0,0,0,0,0,0,0,0,0,2.03925,0.0418186,0,0,0,0,0,0,2.17513,0.127146,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
216,xgboost,abalone_size_4177,20,4177,0,0.3,25,3,0,0,0,0,0,0,0,0,0,0,0,0,2.6013,0.045489,0,0,0,0,0,0,2.60547,0.107485,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
217,xgboost,abalone_size_4177,20,4177,0,0.1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,8.56362,0.0251841,0,0,0,0,0,0,8.5631,0.100144,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
218,xgboost,abalone_size_4177,20,4177,0,0.2,25,2,0,0,0,0,0,0,0,0,0,0,0,0,3.05294,0.0288243,0,0,0,0,0,0,3.05103,0.125008,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
219,xgboost,abalone_size_4177,20,4177,0,0.1,200,2,0,0,0,0,0,0,0,0,0,0,0,0,2.18112,0.0318762,0,0,0,0,0,0,2.23874,0.117137,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
221,xgboost,abalone_size_4177,20,4177,0,0.1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,9.49752,0.0244303,0,0,0,0,0,0,9.49709,0.0972284,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
222,xgboost,abalone_size_4177,20,4177,0,0.1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,5.89349,0.0282874,0,0,0,0,0,0,5.89253,0.111986,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
223,xgboost,abalone_size_4177,20,4177,0,0.1,200,6,0,0,0,0,0,0,0,0,0,0,0,0,2.03064,0.0290645,0,0,0,0,0,0,2.16671,0.114084,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
224,xgboost,abalone_size_4177,20,4177,0,0.1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,8.56362,0.0251841,0,0,0,0,0,0,8.5631,0.100144,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
228,xgboost,abalone_size_4177,20,4177,0,0.3,400,3,0,0,0,0,0,0,0,0,0,0,0,0,2.09241,0.0870054,0,0,0,0,0,0,2.1933,0.10756,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
231,xgboost,abalone_size_4177,20,4177,0,0.3,300,6,0,0,0,0,0,0,0,0,0,0,0,0,1.96357,0.0451654,0,0,0,0,0,0,2.1668,0.109766,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
233,xgboost,abalone_size_4177,20,4177,0,0.2,600,6,0,0,0,0,0,0,0,0,0,0,0,0,2.06346,0.0832586,0,0,0,0,0,0,2.19244,0.123552,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
235,xgboost,abalone_size_4177,20,4177,0,0.3,600,2,0,0,0,0,0,0,0,0,0,0,0,0,2.13308,0.0407865,0,0,0,0,0,0,2.21638,0.12093,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
237,xgboost,abalone_size_4177,20,4177,0,0.2,200,3,0,0,0,0,0,0,0,0,0,0,0,0,2.02368,0.0251358,0,0,0,0,0,0,2.16594,0.120773,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
238,xgboost,abalone_size_4177,20,4177,0,0.2,25,2,0,0,0,0,0,0,0,0,0,0,0,0,3.05484,0.02887,0,0,0,0,0,0,3.05275,0.12473,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
239,xgboost,abalone_size_4177,20,4177,0,0.1,50,3,0,0,0,0,0,0,0,0,0,0,0,0,3.04919,0.0252912,0,0,0,0,0,0,3.04659,0.133597,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
241,xgboost,abalone_size_4177,20,4177,0,0.2,50,5,0,0,0,0,0,0,0,0,0,0,0,0,2.32065,0.0390691,0,0,0,0,0,0,2.34881,0.108752,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
244,xgboost,abalone_size_4177,20,4177,0,0.1,500,6,0,0,0,0,0,0,0,0,0,0,0,0,1.99764,0.0480968,0,0,0,0,0,0,2.16814,0.115597,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
247,xgboost,abalone_size_4177,20,4177,0,0.1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,9.49752,0.0244303,0,0,0,0,0,0,9.49709,0.0972284,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
248,xgboost,abalone_size_4177,20,4177,0,0.3,25,2,0,0,0,0,0,0,0,0,0,0,0,0,2.63199,0.041515,0,0,0,0,0,0,2.63683,0.104281,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
252,xgboost,abalone_size_4177,20,4177,0,0.2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8.56362,0.0251841,0,0,0,0,0,0,8.5631,0.100144,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
255,xgboost,abalone_size_4177,20,4177,0,0.2,200,6,0,0,0,0,0,0,0,0,0,0,0,0,2.07516,0.0535599,0,0,0,0,0,0,2.19022,0.117283,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
256,xgboost,abalone_size_4177,20,4177,0,0.1,400,5,0,0,0,0,0,0,0,0,0,0,0,0,2.01661,0.0362209,0,0,0,0,0,0,2.16424,0.119204,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
261,xgboost,abalone_size_4177,20,4177,0,0.2,25,3,0,0,0,0,0,0,0,0,0,0,0,0,3.038,0.0305477,0,0,0,0,0,0,3.03788,0.129735,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
262,xgboost,abalone_size_4177,20,4177,0,0.2,100,3,0,0,0,0,0,0,0,0,0,0,0,0,2.13053,0.0358167,0,0,0,0,0,0,2.20714,0.116624,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
264,xgboost,abalone_size_4177,20,4177,0,0.3,100,3,0,0,0,0,0,0,0,0,0,0,0,0,2.11479,0.0469823,0,0,0,0,0,0,2.19882,0.114243,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
267,xgboost,abalone_size_4177,20,4177,0,0.1,300,2,0,0,0,0,0,0,0,0,0,0,0,0,2.14096,0.0429865,0,0,0,0,0,0,2.21423,0.112947,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
268,xgboost,abalone_size_4177,20,4177,0,0.1,50,6,0,0,0,0,0,0,0,0,0,0,0,0,3.03972,0.0291426,0,0,0,0,0,0,3.03803,0.134324,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
271,xgboost,abalone_size_4177,20,4177,0,0.2,200,3,0,0,0,0,0,0,0,0,0,0,0,0,2.11483,0.0516067,0,0,0,0,0,0,2.19983,0.123846,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
272,xgboost,abalone_size_4177,20,4177,0,0.1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,8.56362,0.0251841,0,0,0,0,0,0,8.5631,0.100144,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
273,xgboost,abalone_size_4177,20,4177,0,0.2,25,3,0,0,0,0,0,0,0,0,0,0,0,0,3.03781,0.0267262,0,0,0,0,0,0,3.03547,0.131199,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
276,xgboost,abalone_size_4177,20,4177,0,0.2,400,6,0,0,0,0,0,0,0,0,0,0,0,0,1.97585,0.0622872,0,0,0,0,0,0,2.16372,0.116333,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
277,xgboost,abalone_size_4177,20,4177,0,0.3,200,3,0,0,0,0,0,0,0,0,0,0,0,0,2.00302,0.0377676,0,0,0,0,0,0,2.17016,0.117331,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
279,xgboost,abalone_size_4177,20,4177,0,0.3,100,2,0,0,0,0,0,0,0,0,0,0,0,0,2.08603,0.0263167,0,0,0,0,0,0,2.18374,0.12514,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
281,xgboost,abalone_size_4177,20,4177,0,0.3,25,2,0,0,0,0,0,0,0,0,0,0,0,0,2.62163,0.0287534,0,0,0,0,0,0,2.632,0.117974,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
283,xgboost,abalone_size_4177,20,4177,0,0.1,400,6,0,0,0,0,0,0,0,0,0,0,0,0,2.08487,0.0493733,0,0,0,0,0,0,2.18725,0.110923,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
284,xgboost,abalone_size_4177,20,4177,0,0.2,300,3,0,0,0,0,0,0,0,0,0,0,0,0,2.10631,0.0439836,0,0,0,0,0,0,2.19193,0.122481,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
286,xgboost,abalone_size_4177,20,4177,0,0.3,200,3,0,0,0,0,0,0,0,0,0,0,0,0,2.08248,0.0537387,0,0,0,0,0,0,2.18909,0.119525,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
290,xgboost,abalone_size_4177,20,4177,0,0.1,400,3,0,0,0,0,0,0,0,0,0,0,0,0,2.04048,0.026043,0,0,0,0,0,0,2.16854,0.124876,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
291,xgboost,abalone_size_4177,20,4177,0,0.1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,9.49752,0.0244303,0,0,0,0,0,0,9.49709,0.0972284,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
293,xgboost,abalone_size_4177,20,4177,0,0.1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,5.89349,0.0282874,0,0,0,0,0,0,5.89253,0.111986,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
294,xgboost,abalone_size_4177,20,4177,0,0.1,100,3,0,0,0,0,0,0,0,0,0,0,0,0,2.37537,0.038521,0,0,0,0,0,0,2.39824,0.105767,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
307,xgboost,abalone_size_4177,20,4177,0,0.2,150,6,0,0,0,0,0,0,0,0,0,0,0,0,2.0066,0.0304109,0,0,0,0,0,0,2.16804,0.116682,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
308,xgboost,abalone_size_4177,20,4177,0,0.2,10,3,0,0,0,0,0,0,0,0,0,0,0,0,6.75283,0.0271003,0,0,0,0,0,0,6.75206,0.107492,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
309,xgboost,abalone_size_4177,20,4177,0,0.1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,8.56362,0.0251841,0,0,0,0,0,0,8.5631,0.100144,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
310,xgboost,abalone_size_4177,20,4177,0,0.1,600,6,0,0,0,0,0,0,0,0,0,0,0,0,1.98512,0.0533575,0,0,0,0,0,0,2.16552,0.114353,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
311,xgboost,abalone_size_4177,20,4177,0,0.2,150,2,0,0,0,0,0,0,0,0,0,0,0,0,2.10462,0.0311914,0,0,0,0,0,0,2.19071,0.119116,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
313,xgboost,abalone_size_4177,20,4177,0,0.3,150,2,0,0,0,0,0,0,0,0,0,0,0,0,2.12716,0.0492307,0,0,0,0,0,0,2.20416,0.10459,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
317,xgboost,abalone_size_4177,20,4177,0,0.2,25,6,0,0,0,0,0,0,0,0,0,0,0,0,3.02484,0.0313244,0,0,0,0,0,0,3.0243,0.132677,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
318,xgboost,abalone_size_4177,20,4177,0,0.1,200,3,0,0,0,0,0,0,0,0,0,0,0,0,2.11695,0.0302429,0,0,0,0,0,0,2.19641,0.12084,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
319,xgboost,abalone_size_4177,20,4177,0,0.1,300,6,0,0,0,0,0,0,0,0,0,0,0,0,1.99947,0.0406033,0,0,0,0,0,0,2.16276,0.114051,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
322,xgboost,abalone_size_4177,20,4177,0,0.2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,6.75283,0.0271003,0,0,0,0,0,0,6.75206,0.107492,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
323,xgboost,abalone_size_4177,20,4177,0,0.2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,6.75283,0.0271003,0,0,0,0,0,0,6.75206,0.107492,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
324,xgboost,abalone_size_4177,20,4177,0,0.1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,8.56362,0.0251841,0,0,0,0,0,0,8.5631,0.100144,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
325,xgboost,abalone_size_4177,20,4177,0,0.3,50,2,0,0,0,0,0,0,0,0,0,0,0,0,2.26859,0.0342502,0,0,0,0,0,0,2.30487,0.105271,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
326,xgboost,abalone_size_4177,20,4177,0,0.1,100,6,0,0,0,0,0,0,0,0,0,0,0,0,2.25435,0.0362839,0,0,0,0,0,0,2.29707,0.104809,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
328,xgboost,abalone_size_4177,20,4177,0,0.1,50,5,0,0,0,0,0,0,0,0,0,0,0,0,3.04072,0.028842,0,0,0,0,0,0,3.03886,0.134568,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
330,xgboost,abalone_size_4177,20,4177,0,0.3,150,5,0,0,0,0,0,0,0,0,0,0,0,0,1.98535,0.0450545,0,0,0,0,0,0,2.16531,0.120585,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
335,xgboost,abalone_size_4177,20,4177,0,0.3,200,2,0,0,0,0,0,0,0,0,0,0,0,0,2.02768,0.0303475,0,0,0,0,0,0,2.16893,0.125615,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
336,xgboost,abalone_size_4177,20,4177,0,0.2,100,5,0,0,0,0,0,0,0,0,0,0,0,0,2.09911,0.0503661,0,0,0,0,0,0,2.19266,0.112086,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
337,xgboost,abalone_size_4177,20,4177,0,0.1,50,6,0,0,0,0,0,0,0,0,0,0,0,0,3.0384,0.0281519,0,0,0,0,0,0,3.03614,0.135525,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
338,xgboost,abalone_size_4177,20,4177,0,0.3,25,2,0,0,0,0,0,0,0,0,0,0,0,0,2.62592,0.0346509,0,0,0,0,0,0,2.63269,0.116163,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
