,method,dataset,runs,nb_samples,learning_streams,learning_rate,nb_trees,max_depth,use_dp,real_eps,alpha,rho,sigma,privacy_budget,train_auc_mean,train_auc_std,train_accuracy_mean,train_accuracy_std,train_untuned_accuracy_mean,train_untuned_accuracy_std,train_rmse_mean,train_rmse_std,test_auc_mean,test_auc_std,test_accuracy_mean,test_accuracy_std,test_untuned_accuracy_mean,test_untuned_accuracy_std,test_rmse_mean,test_rmse_std,r1,glc,gdf,bal_p,l2_thr,hess_l2_thr,Q,add_trees,use_pf,pf_add,pf_l2_thr,pf_hess_l2_thr,pf_Q_factor,lambda,feature_val_u_border,init_ratio,init_thr,newton,cyclical_fi,refine_splits,rs_rounds,rs_subsample,ignore_split_constraints,random_splits_from_candidates,lambda_reg_mode,cut_off_leaf_denom,reg_delta,min_samples_split
16,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.09339,0.729592,0,0,0,0,0,0,4.09013,0.733261,0.2,0,0,0,0.3,0,0.1,37,0,0,0.3,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
17,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.25763,0.81024,0,0,0,0,0,0,4.27056,0.835754,0.2,0,0,0,0.3,0,0.1,50,0,0,0.3,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
18,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,3.85347,0.565273,0,0,0,0,0,0,3.848,0.576396,0.2,0,0,0,0.5,0,0.1,0,1,12,0.5,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
19,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,3.84516,0.526379,0,0,0,0,0,0,3.8448,0.525365,0.2,0,0,0,0.5,0,0.1,0,1,25,0.5,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
20,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.00526,0.611681,0,0,0,0,0,0,4.00017,0.623841,0.2,0,0,0,0.5,0,0.1,0,1,37,0.5,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
21,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.03939,0.569029,0,0,0,0,0,0,4.04298,0.573622,0.2,0,0,0,0.5,0,0.1,0,1,50,0.5,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
22,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.43795,0.919875,0,0,0,0,0,0,4.44505,0.914593,0.2,0,0,0,0.5,0,0.1,0,0,0,0.5,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
23,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.19204,0.683949,0,0,0,0,0,0,4.19127,0.691463,0.2,0,0,0,0.5,0,0.1,12,0,0,0.5,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
24,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.53821,0.849561,0,0,0,0,0,0,4.5373,0.860902,0.2,0,0,0,0.5,0,0.1,25,0,0,0.5,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
25,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.67839,0.932669,0,0,0,0,0,0,4.67235,0.926394,0.2,0,0,0,0.5,0,0.1,37,0,0,0.5,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
26,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.85711,1.07133,0,0,0,0,0,0,4.86273,1.07793,0.2,0,0,0,0.5,0,0.1,50,0,0,0.5,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
27,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.32254,0.746895,0,0,0,0,0,0,4.32136,0.758451,0.2,0,0,0,0.7,0,0.1,0,1,12,0.7,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
28,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.23408,0.592209,0,0,0,0,0,0,4.22364,0.608053,0.2,0,0,0,0.7,0,0.1,0,1,25,0.7,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
29,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.32747,0.573289,0,0,0,0,0,0,4.32138,0.579948,0.2,0,0,0,0.7,0,0.1,0,1,37,0.7,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
30,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.37888,0.622236,0,0,0,0,0,0,4.37053,0.629327,0.2,0,0,0,0.7,0,0.1,0,1,50,0.7,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
31,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.75135,1.10251,0,0,0,0,0,0,4.75567,1.09983,0.2,0,0,0,0.7,0,0.1,0,0,0,0.7,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
32,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.57077,0.886171,0,0,0,0,0,0,4.58333,0.889214,0.2,0,0,0,0.7,0,0.1,12,0,0,0.7,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
33,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,4.94163,0.946696,0,0,0,0,0,0,4.93039,0.966341,0.2,0,0,0,0.7,0,0.1,25,0,0,0.7,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
34,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,5.273,1.0414,0,0,0,0,0,0,5.26898,1.03853,0.2,0,0,0,0.7,0,0.1,37,0,0,0.7,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
35,sbdt,abalone_size_4177,200,4177,1,0.1,50,2,1,0.0499815,453,0.0235292,98.5329,0.05,0,0,0,0,0,0,5.63226,1.2141,0,0,0,0,0,0,5.63366,1.23989,0.2,0,0,0,0.7,0,0.1,50,0,0,0.7,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
36,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,3.43249,0.455073,0,0,0,0,0,0,3.43359,0.471454,0.2,0,0,0,0.1,0,0.1,0,1,25,0.1,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
37,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,3.41418,0.405323,0,0,0,0,0,0,3.41743,0.408947,0.2,0,0,0,0.1,0,0.1,0,1,50,0.1,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
38,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,3.60966,0.602787,0,0,0,0,0,0,3.60445,0.617089,0.2,0,0,0,0.1,0,0.1,0,1,75,0.1,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
39,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,3.7456,0.623769,0,0,0,0,0,0,3.74501,0.618723,0.2,0,0,0,0.1,0,0.1,0,1,100,0.1,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
40,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,3.84123,0.667124,0,0,0,0,0,0,3.84291,0.658114,0.2,0,0,0,0.1,0,0.1,0,0,0,0.1,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
41,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,3.52196,0.575462,0,0,0,0,0,0,3.51962,0.578174,0.2,0,0,0,0.1,0,0.1,25,0,0,0.1,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
42,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,3.60079,0.549776,0,0,0,0,0,0,3.6062,0.547756,0.2,0,0,0,0.1,0,0.1,50,0,0,0.1,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
43,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,3.69789,0.603659,0,0,0,0,0,0,3.68539,0.611766,0.2,0,0,0,0.1,0,0.1,75,0,0,0.1,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
44,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,3.97983,0.80047,0,0,0,0,0,0,3.9813,0.792964,0.2,0,0,0,0.1,0,0.1,100,0,0,0.1,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
45,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,3.985,0.566888,0,0,0,0,0,0,3.98688,0.566905,0.2,0,0,0,0.3,0,0.1,0,1,25,0.3,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
46,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,4.03771,0.61357,0,0,0,0,0,0,4.05042,0.630674,0.2,0,0,0,0.3,0,0.1,0,1,50,0.3,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
47,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,4.17536,0.637632,0,0,0,0,0,0,4.15836,0.64254,0.2,0,0,0,0.3,0,0.1,0,1,75,0.3,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
48,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,4.38123,0.663723,0,0,0,0,0,0,4.37383,0.674535,0.2,0,0,0,0.3,0,0.1,0,1,100,0.3,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
49,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,4.47577,1.00381,0,0,0,0,0,0,4.47301,1.01312,0.2,0,0,0,0.3,0,0.1,0,0,0,0.3,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
50,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,4.37495,0.795023,0,0,0,0,0,0,4.37864,0.798584,0.2,0,0,0,0.3,0,0.1,25,0,0,0.3,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
51,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,4.58566,0.783228,0,0,0,0,0,0,4.59115,0.788482,0.2,0,0,0,0.3,0,0.1,50,0,0,0.3,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
52,sbdt,abalone_size_4177,200,4177,1,0.1,100,2,1,0.0499647,454,0.0235646,139.099,0.05,0,0,0,0,0,0,5.00944,1.12822,0,0,0,0,0,0,5.01328,1.13832,0.2,0,0,0,0.3,0,0.1,75,0,0,0.3,0,1,1,0.5,0.1,1,0,1,0,0,1,1,1,add,1,2,0
